,x,y,id,location_code,location,gene,gene_ensembl_id,cell_line,Uniprot
83683,-7.8247585,0.80806583,31756_776_E1_2,4,N. speckles,SON,ENSG00000159140,U-2 OS,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83684,-7.8934636,0.79793936,31756_776_E1_4,4,N. speckles,SON,ENSG00000159140,U-2 OS,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83685,-7.9059796,0.70779026,31756_789_E1_5,4,N. speckles,SON,ENSG00000159140,U-251 MG,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83686,-7.875056,0.7932827,31756_789_E1_6,4,N. speckles,SON,ENSG00000159140,U-251 MG,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83687,-7.8689113,0.68340844,31756_899_E1_1,4,N. speckles,SON,ENSG00000159140,A-431,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83688,-7.819176,0.68608814,31756_899_E1_2,4,N. speckles,SON,ENSG00000159140,A-431,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83707,-7.7313395,0.70186067,31755_800_H5_2,4,N. speckles,SON,ENSG00000159140,A-431,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83708,-7.8049016,0.7838904,31755_800_H5_1,4,N. speckles,SON,ENSG00000159140,A-431,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83709,-7.8991075,0.70184296,31755_793_H5_6,4,N. speckles,SON,ENSG00000159140,U-251 MG,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83710,-7.9362288,0.7810082,31755_793_H5_5,4,N. speckles,SON,ENSG00000159140,U-251 MG,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83716,-7.528236,0.55439645,31188_329_B12_1,4,N. speckles,SART1,ENSG00000175467,U-251 MG,O43290 E9PQI8
83717,-7.7342052,0.6816829,31188_329_B12_2,4,N. speckles,SART1,ENSG00000175467,U-251 MG,O43290 E9PQI8
83718,-7.558598,0.8399752,31188_332_B12_1,4,N. speckles,SART1,ENSG00000175467,U-2 OS,O43290 E9PQI8
83719,-7.353467,0.7178106,31188_332_B12_3,4,N. speckles,SART1,ENSG00000175467,U-2 OS,O43290 E9PQI8
83720,-7.621419,0.67943865,31188_334_B12_2,4,N. speckles,SART1,ENSG00000175467,A-431,O43290 E9PQI8
83721,-7.7909083,0.59059626,31188_334_B12_3,4,N. speckles,SART1,ENSG00000175467,A-431,O43290 E9PQI8
84348,-6.6560264,0.2682667,6314_7_C7_1,4,N. speckles,PARN,ENSG00000140694,U-2 OS,O95453 A0A494BZU6 A0A494BZW7 A0A494C002 A0A494C008 A0A494C0K5 A0A494C0N0 A0A494C0P9 A0A494C0Q2 A0A494C0Q6 A0A494C0W0 A0A494C156 A0A494C1G3 A0A494C1K5 A0A494C1N1 F5H1Z4 H3BRK1 H3BT23 H3BVG1
84349,-6.736026,0.33705622,6314_7_C7_2,4,N. speckles,PARN,ENSG00000140694,U-2 OS,O95453 A0A494BZU6 A0A494BZW7 A0A494C002 A0A494C008 A0A494C0K5 A0A494C0N0 A0A494C0P9 A0A494C0Q2 A0A494C0Q6 A0A494C0W0 A0A494C156 A0A494C1G3 A0A494C1K5 A0A494C1N1 F5H1Z4 H3BRK1 H3BT23 H3BVG1
84350,-6.571895,0.38955918,6314_8_C7_1,4,N. speckles,PARN,ENSG00000140694,A-431,O95453 A0A494BZU6 A0A494BZW7 A0A494C002 A0A494C008 A0A494C0K5 A0A494C0N0 A0A494C0P9 A0A494C0Q2 A0A494C0Q6 A0A494C0W0 A0A494C156 A0A494C1G3 A0A494C1K5 A0A494C1N1 F5H1Z4 H3BRK1 H3BT23 H3BVG1
84456,-5.8496184,0.11117323,58120_983_H11_1,4,N. speckles,SLU7,ENSG00000164609,U-2 OS,O95391 A0A0C4DGD2 E5RGM7 E5RK41
84457,-5.8197637,0.14647108,58120_983_H11_2,4,N. speckles,SLU7,ENSG00000164609,U-2 OS,O95391 A0A0C4DGD2 E5RGM7 E5RK41
84497,-6.169822,0.16655178,6314_8_C7_2,4,N. speckles,PARN,ENSG00000140694,A-431,O95453 A0A494BZU6 A0A494BZW7 A0A494C002 A0A494C008 A0A494C0K5 A0A494C0N0 A0A494C0P9 A0A494C0Q2 A0A494C0Q6 A0A494C0W0 A0A494C156 A0A494C1G3 A0A494C1K5 A0A494C1N1 F5H1Z4 H3BRK1 H3BT23 H3BVG1
84498,-6.844866,0.31972405,6314_9_C7_1,4,N. speckles,PARN,ENSG00000140694,U-251 MG,O95453 A0A494BZU6 A0A494BZW7 A0A494C002 A0A494C008 A0A494C0K5 A0A494C0N0 A0A494C0P9 A0A494C0Q2 A0A494C0Q6 A0A494C0W0 A0A494C156 A0A494C1G3 A0A494C1K5 A0A494C1N1 F5H1Z4 H3BRK1 H3BT23 H3BVG1
84499,-6.97045,0.22304504,6314_9_C7_2,4,N. speckles,PARN,ENSG00000140694,U-251 MG,O95453 A0A494BZU6 A0A494BZW7 A0A494C002 A0A494C008 A0A494C0K5 A0A494C0N0 A0A494C0P9 A0A494C0Q2 A0A494C0Q6 A0A494C0W0 A0A494C156 A0A494C1G3 A0A494C1K5 A0A494C1N1 F5H1Z4 H3BRK1 H3BT23 H3BVG1
84932,-6.9029455,0.37634805,42816_490_H3_1,4,N. speckles,BRD2,ENSG00000204256,U-2 OS,P25440 E9PIQ3 E9PKQ9 H0Y6K2 H0Y799 H0YDJ7 J3QR72 U3KPW0 U3KQA6
84933,-6.9839153,0.460142,42816_490_H3_2,4,N. speckles,BRD2,ENSG00000204256,U-2 OS,P25440 E9PIQ3 E9PKQ9 H0Y6K2 H0Y799 H0YDJ7 J3QR72 U3KPW0 U3KQA6
84934,-7.4952283,0.97627795,42816_509_H3_1,4,N. speckles,BRD2,ENSG00000204256,U-251 MG,P25440 E9PIQ3 E9PKQ9 H0Y6K2 H0Y799 H0YDJ7 J3QR72 U3KPW0 U3KQA6
84935,-7.1089168,0.77624,42816_509_H3_3,4,N. speckles,BRD2,ENSG00000204256,U-251 MG,P25440 E9PIQ3 E9PKQ9 H0Y6K2 H0Y799 H0YDJ7 J3QR72 U3KPW0 U3KQA6
85038,-7.46639,0.83286107,53727_986_C5_1,4,N. speckles,ZCCHC17,ENSG00000121766,PC-3,Q9NP64 A0A087WXF8 A0A087WXU5 A0A087WYF0 A0A087WYV3 A0A0D9SEW3
85039,-7.375959,0.97662276,53727_986_C5_2,4,N. speckles,ZCCHC17,ENSG00000121766,PC-3,Q9NP64 A0A087WXF8 A0A087WXU5 A0A087WYF0 A0A087WYV3 A0A0D9SEW3
85376,0.7131488,-4.7049484,11673_636_E1_1,2,Nucleoli,PARN,ENSG00000140694,U-251 MG,O95453 A0A494BZU6 A0A494BZW7 A0A494C002 A0A494C008 A0A494C0K5 A0A494C0N0 A0A494C0P9 A0A494C0Q2 A0A494C0Q6 A0A494C0W0 A0A494C156 A0A494C1G3 A0A494C1K5 A0A494C1N1 F5H1Z4 H3BRK1 H3BT23 H3BVG1
85377,0.95131785,-4.646134,11673_636_E1_3,2,Nucleoli,PARN,ENSG00000140694,U-251 MG,O95453 A0A494BZU6 A0A494BZW7 A0A494C002 A0A494C008 A0A494C0K5 A0A494C0N0 A0A494C0P9 A0A494C0Q2 A0A494C0Q6 A0A494C0W0 A0A494C156 A0A494C1G3 A0A494C1K5 A0A494C1N1 F5H1Z4 H3BRK1 H3BT23 H3BVG1
85378,0.62878114,-4.636932,11673_637_E1_1,2,Nucleoli,PARN,ENSG00000140694,U-2 OS,O95453 A0A494BZU6 A0A494BZW7 A0A494C002 A0A494C008 A0A494C0K5 A0A494C0N0 A0A494C0P9 A0A494C0Q2 A0A494C0Q6 A0A494C0W0 A0A494C156 A0A494C1G3 A0A494C1K5 A0A494C1N1 F5H1Z4 H3BRK1 H3BT23 H3BVG1
85407,0.7754158,-4.4379416,11673_637_E1_2,2,Nucleoli,PARN,ENSG00000140694,U-2 OS,O95453 A0A494BZU6 A0A494BZW7 A0A494C002 A0A494C008 A0A494C0K5 A0A494C0N0 A0A494C0P9 A0A494C0Q2 A0A494C0Q6 A0A494C0W0 A0A494C156 A0A494C1G3 A0A494C1K5 A0A494C1N1 F5H1Z4 H3BRK1 H3BT23 H3BVG1
86665,-0.02465715,-6.0083075,47087_625_D11_1,2,Nucleoli,DDX27,ENSG00000124228,A-431,Q96GQ7 A0A087WYH5 A0A087X059 B7Z6D5
86694,-0.010887604,-6.050773,47087_625_D11_2,2,Nucleoli,DDX27,ENSG00000124228,A-431,Q96GQ7 A0A087WYH5 A0A087X059 B7Z6D5
86696,-0.081706196,-5.45072,47087_629_D11_1,2,Nucleoli,DDX27,ENSG00000124228,U-251 MG,Q96GQ7 A0A087WYH5 A0A087X059 B7Z6D5
86697,0.023787448,-5.5888853,47087_629_D11_2,2,Nucleoli,DDX27,ENSG00000124228,U-251 MG,Q96GQ7 A0A087WYH5 A0A087X059 B7Z6D5
86698,0.06514562,-6.0020924,47087_631_D11_1,2,Nucleoli,DDX27,ENSG00000124228,U-2 OS,Q96GQ7 A0A087WYH5 A0A087X059 B7Z6D5
86699,0.03308153,-5.9285035,47087_631_D11_2,2,Nucleoli,DDX27,ENSG00000124228,U-2 OS,Q96GQ7 A0A087WYH5 A0A087X059 B7Z6D5
88985,-4.5877814,-3.707082,71297_1611_B7_2,5,N. bodies,ERCC6,ENSG00000225830,SiHa,P0DP91 Q03468 A0A096LNQ7 D6R9X7
88986,-4.6498737,-4.0097947,71297_1611_B7_6,5,N. bodies,ERCC6,ENSG00000225830,SiHa,P0DP91 Q03468 A0A096LNQ7 D6R9X7
89075,-4.6667194,-4.57931,64684_1202_G2_1,5,N. bodies,ATRX,ENSG00000085224,SH-SY5Y,P46100 A0A087WWG0 A0A096LNL6 A0A096LNL7 A0A096LNL9 A0A096LNN3 A0A096LNR8 A0A096LNW1 A0A096LNX6 A0A096LP59 A0A096LPG6 A0A6Q8PHA4 H0Y3T0
89076,-4.7274017,-4.5186925,64684_1202_G2_5,5,N. bodies,ATRX,ENSG00000085224,SH-SY5Y,P46100 A0A087WWG0 A0A096LNL6 A0A096LNL7 A0A096LNL9 A0A096LNN3 A0A096LNR8 A0A096LNW1 A0A096LNX6 A0A096LP59 A0A096LPG6 A0A6Q8PHA4 H0Y3T0
89586,-4.4846697,-3.5830355,156_653_A9_1,5,N. bodies,ERCC4,ENSG00000175595,U-2 OS,Q92889 I3L4K0 I3NI48
89587,-4.5247903,-3.7779562,156_653_A9_2,5,N. bodies,ERCC4,ENSG00000175595,U-2 OS,Q92889 I3L4K0 I3NI48
89631,-4.5206275,-4.5327325,23605_1139_D5_3,5,N. bodies,UBE2O,ENSG00000175931,A549,Q9C0C9 K7EQ12 K7ES11
89632,-4.5316544,-4.5545735,23605_1139_D5_5,5,N. bodies,UBE2O,ENSG00000175931,A549,Q9C0C9 K7EQ12 K7ES11
89723,-4.309797,-3.9582338,60277_1252_E10_1,5,N. bodies,ELF4,ENSG00000102034,U-251 MG,Q99607 A0A087WU18 B1AL80
89724,-4.293989,-3.8714576,60277_1252_E10_3,5,N. bodies,ELF4,ENSG00000102034,U-251 MG,Q99607 A0A087WU18 B1AL80
91559,-2.668505,-1.0474178,58120_991_H11_1,0,Nucleoplasm,SLU7,ENSG00000164609,A549,O95391 A0A0C4DGD2 E5RGM7 E5RK41
91560,-5.8192253,0.7915305,58120_991_H11_2,0,Nucleoplasm,SLU7,ENSG00000164609,A549,O95391 A0A0C4DGD2 E5RGM7 E5RK41
92176,-3.897149,0.31853524,64564_1164_E5_1,0,Nucleoplasm,SFMBT1,ENSG00000163935,SiHa,Q9UHJ3 C9IY64 C9IZZ5 C9JWI3
92177,-3.6796396,0.25741026,64564_1164_E5_2,0,Nucleoplasm,SFMBT1,ENSG00000163935,SiHa,Q9UHJ3 C9IY64 C9IZZ5 C9JWI3
92178,-4.095906,-0.90107894,64564_1174_E5_3,0,Nucleoplasm,SFMBT1,ENSG00000163935,U-2 OS,Q9UHJ3 C9IY64 C9IZZ5 C9JWI3
92179,-4.00709,-0.8550257,64564_1174_E5_4,0,Nucleoplasm,SFMBT1,ENSG00000163935,U-2 OS,Q9UHJ3 C9IY64 C9IZZ5 C9JWI3
92408,-3.6653357,-2.5553534,61027_1466_G6_3,0,Nucleoplasm,CTR9,ENSG00000198730,HEK 293,Q6PD62 A0A2R8Y3S3 H0YCE8
92409,-3.454214,-2.6189313,61027_1466_G6_4,0,Nucleoplasm,CTR9,ENSG00000198730,HEK 293,Q6PD62 A0A2R8Y3S3 H0YCE8
92410,-4.864223,-1.8782957,61027_1494_C4_1,0,Nucleoplasm,CTR9,ENSG00000198730,RH-30,Q6PD62 A0A2R8Y3S3 H0YCE8
92411,-4.346987,-1.7749412,61027_1494_C4_2,0,Nucleoplasm,CTR9,ENSG00000198730,RH-30,Q6PD62 A0A2R8Y3S3 H0YCE8
92412,-4.590914,-1.790945,61027_1521_G6_2,0,Nucleoplasm,CTR9,ENSG00000198730,U-2 OS,Q6PD62 A0A2R8Y3S3 H0YCE8
92413,-4.8750725,-1.9127884,61027_1521_G6_3,0,Nucleoplasm,CTR9,ENSG00000198730,U-2 OS,Q6PD62 A0A2R8Y3S3 H0YCE8
93091,-2.5364904,-1.0103394,52186_816_F11_1,0,Nucleoplasm,CHD8,ENSG00000100888,A-431,Q9HCK8 A0A2R8Y4P3 A0A2R8Y808 A0A2R8Y840 A0A2R8YFI9 A0A2R8YFT4 G3V303 H0YJA4 H0YJG4
93092,-2.3628817,-1.087649,52186_816_F11_2,0,Nucleoplasm,CHD8,ENSG00000100888,A-431,Q9HCK8 A0A2R8Y4P3 A0A2R8Y808 A0A2R8Y840 A0A2R8YFI9 A0A2R8YFT4 G3V303 H0YJA4 H0YJG4
93136,-3.4795775,-0.32271865,52410_783_F2_1,0,Nucleoplasm,PHF23,ENSG00000040633,U-2 OS,Q9BUL5 A0A087WVQ2 I3L0X3 I3L0Y2 I3L1N0 I3L2W6 I3L410 I3L4Q4
93137,-3.6663878,-0.6724968,52410_783_F2_2,0,Nucleoplasm,PHF23,ENSG00000040633,U-2 OS,Q9BUL5 A0A087WVQ2 I3L0X3 I3L0Y2 I3L1N0 I3L2W6 I3L410 I3L4Q4
93138,-2.5047135,-0.68996274,52410_785_F2_1,0,Nucleoplasm,PHF23,ENSG00000040633,HeLa,Q9BUL5 A0A087WVQ2 I3L0X3 I3L0Y2 I3L1N0 I3L2W6 I3L410 I3L4Q4
93139,-2.1658158,-0.7130458,52410_785_F2_2,0,Nucleoplasm,PHF23,ENSG00000040633,HeLa,Q9BUL5 A0A087WVQ2 I3L0X3 I3L0Y2 I3L1N0 I3L2W6 I3L410 I3L4Q4
93140,-2.7702956,-0.34920815,52410_868_H10_1,0,Nucleoplasm,PHF23,ENSG00000040633,MCF7,Q9BUL5 A0A087WVQ2 I3L0X3 I3L0Y2 I3L1N0 I3L2W6 I3L410 I3L4Q4
93141,-2.6154706,-0.41405082,52410_868_H10_2,0,Nucleoplasm,PHF23,ENSG00000040633,MCF7,Q9BUL5 A0A087WVQ2 I3L0X3 I3L0Y2 I3L1N0 I3L2W6 I3L410 I3L4Q4
93148,4.6244884,-1.7695358,52434_783_D2_1,0,Nucleoplasm,RNPC3,ENSG00000185946,U-2 OS,Q96LT9 E9PPV2 H0YE07 H0YEB8 X6RLP6
93149,4.685633,-1.8135172,52434_783_D2_2,0,Nucleoplasm,RNPC3,ENSG00000185946,U-2 OS,Q96LT9 E9PPV2 H0YE07 H0YEB8 X6RLP6
93150,-3.9276378,-1.4463669,52434_785_D2_2,0,Nucleoplasm,RNPC3,ENSG00000185946,HeLa,Q96LT9 E9PPV2 H0YE07 H0YEB8 X6RLP6
93151,-4.0671244,-1.5154521,52434_785_D2_3,0,Nucleoplasm,RNPC3,ENSG00000185946,HeLa,Q96LT9 E9PPV2 H0YE07 H0YEB8 X6RLP6
93152,-3.9145267,-1.2855357,52434_865_H1_1,0,Nucleoplasm,RNPC3,ENSG00000185946,HEK 293,Q96LT9 E9PPV2 H0YE07 H0YEB8 X6RLP6
93153,-4.0340204,-1.2725892,52434_865_H1_2,0,Nucleoplasm,RNPC3,ENSG00000185946,HEK 293,Q96LT9 E9PPV2 H0YE07 H0YEB8 X6RLP6
94492,-3.7722738,-0.21668594,54084_1036_C5_1,0,Nucleoplasm,NEIL1,ENSG00000140398,HEK 293,Q96FI4 H3BM98 H3BN83 H3BQE8 H3BQU8 H3BRZ2 H3BST2 H3BSZ5 H3BT75 H3BT94 H3BTX5 H3BU98
94493,-4.2204165,-1.1920531,54084_1036_C5_2,0,Nucleoplasm,NEIL1,ENSG00000140398,HEK 293,Q96FI4 H3BM98 H3BN83 H3BQE8 H3BQU8 H3BRZ2 H3BST2 H3BSZ5 H3BT75 H3BT94 H3BTX5 H3BU98
94494,-4.632831,-0.8693682,54084_870_G9_1,0,Nucleoplasm,NEIL1,ENSG00000140398,HeLa,Q96FI4 H3BM98 H3BN83 H3BQE8 H3BQU8 H3BRZ2 H3BST2 H3BSZ5 H3BT75 H3BT94 H3BTX5 H3BU98
94495,-5.532267,-0.35919717,54084_870_G9_2,0,Nucleoplasm,NEIL1,ENSG00000140398,HeLa,Q96FI4 H3BM98 H3BN83 H3BQE8 H3BQU8 H3BRZ2 H3BST2 H3BSZ5 H3BT75 H3BT94 H3BTX5 H3BU98
94496,-3.9131386,-1.2106525,54084_872_G9_1,0,Nucleoplasm,NEIL1,ENSG00000140398,U-2 OS,Q96FI4 H3BM98 H3BN83 H3BQE8 H3BQU8 H3BRZ2 H3BST2 H3BSZ5 H3BT75 H3BT94 H3BTX5 H3BU98
94497,-2.81007,-1.2190834,54084_872_G9_2,0,Nucleoplasm,NEIL1,ENSG00000140398,U-2 OS,Q96FI4 H3BM98 H3BN83 H3BQE8 H3BQU8 H3BRZ2 H3BST2 H3BSZ5 H3BT75 H3BT94 H3BTX5 H3BU98
94718,-4.587308,-1.7732056,12008_564_F7_1,0,Nucleoplasm,CHD4,ENSG00000111642,U-2 OS,Q14839 A0A0C4DGG9 A0A2R8Y212 A0A2R8Y425 A0A2R8Y4X2 A0A2R8Y512 A0A2R8Y521 A0A2R8Y539 A0A2R8Y5J0 A0A2R8Y5M9 A0A2R8Y5Z7 A0A2R8Y685 A0A2R8Y6G9 A0A2R8Y795 A0A2R8Y7I0 A0A2R8Y7M9 A0A2R8Y7X1 A0A2R8Y8B3 A0A2R8Y8C1 A0A2R8YD40 A0A2R8YDJ9 A0A2R8YDW2 A0A2R8YE38 A0A2R8YER1 A0A2R8YFD8 A0A2R8YFK9 A0A2U3TZM0 F5GWX5 F5H596 F5H6N4
94719,-2.0809484,-4.9961014,12008_564_F7_2,0,Nucleoplasm,CHD4,ENSG00000111642,U-2 OS,Q14839 A0A0C4DGG9 A0A2R8Y212 A0A2R8Y425 A0A2R8Y4X2 A0A2R8Y512 A0A2R8Y521 A0A2R8Y539 A0A2R8Y5J0 A0A2R8Y5M9 A0A2R8Y5Z7 A0A2R8Y685 A0A2R8Y6G9 A0A2R8Y795 A0A2R8Y7I0 A0A2R8Y7M9 A0A2R8Y7X1 A0A2R8Y8B3 A0A2R8Y8C1 A0A2R8YD40 A0A2R8YDJ9 A0A2R8YDW2 A0A2R8YE38 A0A2R8YER1 A0A2R8YFD8 A0A2R8YFK9 A0A2U3TZM0 F5GWX5 F5H596 F5H6N4
94720,-1.7570181,-2.9186664,12008_572_F7_1,0,Nucleoplasm,CHD4,ENSG00000111642,A-431,Q14839 A0A0C4DGG9 A0A2R8Y212 A0A2R8Y425 A0A2R8Y4X2 A0A2R8Y512 A0A2R8Y521 A0A2R8Y539 A0A2R8Y5J0 A0A2R8Y5M9 A0A2R8Y5Z7 A0A2R8Y685 A0A2R8Y6G9 A0A2R8Y795 A0A2R8Y7I0 A0A2R8Y7M9 A0A2R8Y7X1 A0A2R8Y8B3 A0A2R8Y8C1 A0A2R8YD40 A0A2R8YDJ9 A0A2R8YDW2 A0A2R8YE38 A0A2R8YER1 A0A2R8YFD8 A0A2R8YFK9 A0A2U3TZM0 F5GWX5 F5H596 F5H6N4
94721,-1.663377,-2.916107,12008_572_F7_2,0,Nucleoplasm,CHD4,ENSG00000111642,A-431,Q14839 A0A0C4DGG9 A0A2R8Y212 A0A2R8Y425 A0A2R8Y4X2 A0A2R8Y512 A0A2R8Y521 A0A2R8Y539 A0A2R8Y5J0 A0A2R8Y5M9 A0A2R8Y5Z7 A0A2R8Y685 A0A2R8Y6G9 A0A2R8Y795 A0A2R8Y7I0 A0A2R8Y7M9 A0A2R8Y7X1 A0A2R8Y8B3 A0A2R8Y8C1 A0A2R8YD40 A0A2R8YDJ9 A0A2R8YDW2 A0A2R8YE38 A0A2R8YER1 A0A2R8YFD8 A0A2R8YFK9 A0A2U3TZM0 F5GWX5 F5H596 F5H6N4
94722,-1.5672346,-3.5355759,12008_587_F7_1,0,Nucleoplasm,CHD4,ENSG00000111642,U-251 MG,Q14839 A0A0C4DGG9 A0A2R8Y212 A0A2R8Y425 A0A2R8Y4X2 A0A2R8Y512 A0A2R8Y521 A0A2R8Y539 A0A2R8Y5J0 A0A2R8Y5M9 A0A2R8Y5Z7 A0A2R8Y685 A0A2R8Y6G9 A0A2R8Y795 A0A2R8Y7I0 A0A2R8Y7M9 A0A2R8Y7X1 A0A2R8Y8B3 A0A2R8Y8C1 A0A2R8YD40 A0A2R8YDJ9 A0A2R8YDW2 A0A2R8YE38 A0A2R8YER1 A0A2R8YFD8 A0A2R8YFK9 A0A2U3TZM0 F5GWX5 F5H596 F5H6N4
94723,-2.4593146,-2.507124,12008_587_F7_2,0,Nucleoplasm,CHD4,ENSG00000111642,U-251 MG,Q14839 A0A0C4DGG9 A0A2R8Y212 A0A2R8Y425 A0A2R8Y4X2 A0A2R8Y512 A0A2R8Y521 A0A2R8Y539 A0A2R8Y5J0 A0A2R8Y5M9 A0A2R8Y5Z7 A0A2R8Y685 A0A2R8Y6G9 A0A2R8Y795 A0A2R8Y7I0 A0A2R8Y7M9 A0A2R8Y7X1 A0A2R8Y8B3 A0A2R8Y8C1 A0A2R8YD40 A0A2R8YDJ9 A0A2R8YDW2 A0A2R8YE38 A0A2R8YER1 A0A2R8YFD8 A0A2R8YFK9 A0A2U3TZM0 F5GWX5 F5H596 F5H6N4
95856,-1.4620829,-3.1527886,58846_1176_E12_1,0,Nucleoplasm,POLD3,ENSG00000077514,RH-30,Q15054 E9PM91 E9PNC0 E9PRK3 H0YD46 H0YEX7
95857,-0.87179744,-4.621152,58846_1176_E12_2,0,Nucleoplasm,POLD3,ENSG00000077514,RH-30,Q15054 E9PM91 E9PNC0 E9PRK3 H0YD46 H0YEX7
95882,-3.761025,-1.4130578,58846_1017_E8_2,0,Nucleoplasm,POLD3,ENSG00000077514,U-251 MG,Q15054 E9PM91 E9PNC0 E9PRK3 H0YD46 H0YEX7
95883,-2.691149,-1.4406986,58846_1017_E8_1,0,Nucleoplasm,POLD3,ENSG00000077514,U-251 MG,Q15054 E9PM91 E9PNC0 E9PRK3 H0YD46 H0YEX7
95884,-1.9480454,-2.796173,58846_1013_E8_2,0,Nucleoplasm,POLD3,ENSG00000077514,U-2 OS,Q15054 E9PM91 E9PNC0 E9PRK3 H0YD46 H0YEX7
95885,-1.4949242,-3.0833285,58846_1013_E8_1,0,Nucleoplasm,POLD3,ENSG00000077514,U-2 OS,Q15054 E9PM91 E9PNC0 E9PRK3 H0YD46 H0YEX7
96559,-2.4749434,-2.4769354,68122_1422_F3_2,0,Nucleoplasm,CTR9,ENSG00000198730,RT4,Q6PD62 A0A2R8Y3S3 H0YCE8
96585,-2.421382,-2.5893478,68122_1422_F3_1,0,Nucleoplasm,CTR9,ENSG00000198730,RT4,Q6PD62 A0A2R8Y3S3 H0YCE8
96678,-3.4298995,-1.9535718,71166_1385_F9_1,0,Nucleoplasm,ELF2,ENSG00000109381,RT4,Q15723 D6RGD9 D6RHI1
96679,-3.6372912,-1.8554889,71166_1385_F9_2,0,Nucleoplasm,ELF2,ENSG00000109381,RT4,Q15723 D6RGD9 D6RHI1
96680,-3.5941024,-1.3681868,71166_1394_F9_2,0,Nucleoplasm,ELF2,ENSG00000109381,U-2 OS,Q15723 D6RGD9 D6RHI1
96681,-4.203792,-1.5838907,71166_1394_F9_3,0,Nucleoplasm,ELF2,ENSG00000109381,U-2 OS,Q15723 D6RGD9 D6RHI1
96770,-3.6989827,-1.9650588,71297_1544_F12_2,0,Nucleoplasm,ERCC6,ENSG00000225830,BJ,P0DP91 Q03468 A0A096LNQ7 D6R9X7
96771,-3.6032453,-1.7417498,71297_1544_F12_3,0,Nucleoplasm,ERCC6,ENSG00000225830,BJ,P0DP91 Q03468 A0A096LNQ7 D6R9X7
96942,-1.1852112,-1.9167079,660_15_D10_1,0,Nucleoplasm,VRK1,ENSG00000100749,U-251 MG,Q99986 H0YJ50 H0YJF7 H0YJJ9
96943,-1.0672916,-1.7747566,660_15_D10_2,0,Nucleoplasm,VRK1,ENSG00000100749,U-251 MG,Q99986 H0YJ50 H0YJF7 H0YJJ9
97416,-1.4083854,-0.73142695,15543_1150_F2_1,0,Nucleoplasm,CHD6,ENSG00000124177,RH-30,Q8TD26 A0A075B6P4 C9JFU2 H7C294
97417,-2.233624,-1.6099998,15543_1150_F2_2,0,Nucleoplasm,CHD6,ENSG00000124177,RH-30,Q8TD26 A0A075B6P4 C9JFU2 H7C294
97418,-2.7045531,-1.4567112,15543_1183_H6_3,0,Nucleoplasm,CHD6,ENSG00000124177,SiHa,Q8TD26 A0A075B6P4 C9JFU2 H7C294
97419,-2.6770973,-1.321622,15543_1183_H6_4,0,Nucleoplasm,CHD6,ENSG00000124177,SiHa,Q8TD26 A0A075B6P4 C9JFU2 H7C294
97534,-5.457383,-1.0130781,916_54_C9_1,0,Nucleoplasm,NKAP,ENSG00000101882,A-431,Q8N5F7 A0A494C050
97535,-5.6324067,-1.1331095,916_54_C9_2,0,Nucleoplasm,NKAP,ENSG00000101882,A-431,Q8N5F7 A0A494C050
98200,-2.2848969,-1.9287397,76065_1784_G5_1,0,Nucleoplasm,ZC3H6,ENSG00000188177,AF22,P61129
98201,-0.18551268,-1.6976978,76065_1784_G5_2,0,Nucleoplasm,ZC3H6,ENSG00000188177,AF22,P61129
