,x,y,id,location_code,location,gene,gene_ensembl_id,cell_line,Uniprot
75034,-2.8714044,-1.6713761,38800_776_D12_1,0,Nucleoplasm,TCF7L2,ENSG00000148737,U-2 OS,Q9NQB0 A0A0A0MTL7 A0A0D9SGH8 A0A1B0GU84 A0A1B0GUV5 A0A1B0GVE1 C6ZRJ6 C6ZRJ7 C6ZRK5 E2GH26 H0YEE5 Q5JRY3 Q5JRY4 Q5JRY5 Q5VVR5 Q5VVR7 Q5VVR8
75035,-2.71824,-1.8373185,38800_776_D12_2,0,Nucleoplasm,TCF7L2,ENSG00000148737,U-2 OS,Q9NQB0 A0A0A0MTL7 A0A0D9SGH8 A0A1B0GU84 A0A1B0GUV5 A0A1B0GVE1 C6ZRJ6 C6ZRJ7 C6ZRK5 E2GH26 H0YEE5 Q5JRY3 Q5JRY4 Q5JRY5 Q5VVR5 Q5VVR7 Q5VVR8
75138,-3.5317016,2.8883111,40505_415_B11_1,0,Nucleoplasm,FERMT2,ENSG00000073712,A-431,Q96AC1 A0A0U1RRM8 G3V281 G3V379 G3V3J0 G3V5R2 H0YJ34 H0YJB6
75139,-3.4867964,2.8272073,40505_415_B11_2,0,Nucleoplasm,FERMT2,ENSG00000073712,A-431,Q96AC1 A0A0U1RRM8 G3V281 G3V379 G3V3J0 G3V5R2 H0YJ34 H0YJB6
83468,-7.9209075,0.8036214,23535_215_E9_1,4,N. speckles,SON,ENSG00000159140,U-251 MG,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83469,-7.8391194,0.8105974,23535_215_E9_2,4,N. speckles,SON,ENSG00000159140,U-251 MG,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83470,-7.921818,0.7831272,23535_216_E9_1,4,N. speckles,SON,ENSG00000159140,A-431,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83471,-7.8442917,0.8349952,23535_216_E9_2,4,N. speckles,SON,ENSG00000159140,A-431,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83472,-7.687186,0.91518223,23535_217_E9_1,4,N. speckles,SON,ENSG00000159140,U-2 OS,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83502,-7.623937,0.9371168,23535_217_E9_2,4,N. speckles,SON,ENSG00000159140,U-2 OS,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83639,-7.895603,0.7739964,38273_422_H4_1,4,N. speckles,PRPF40A,ENSG00000196504,U-2 OS,O75400 A0A7N4I394 F5H578 H0YG38 H7BXZ7 H7C2N3
83640,-7.8985114,0.6865098,38273_422_H4_2,4,N. speckles,PRPF40A,ENSG00000196504,U-2 OS,O75400 A0A7N4I394 F5H578 H0YG38 H7BXZ7 H7C2N3
83641,-7.723895,0.7482053,38273_423_H4_1,4,N. speckles,PRPF40A,ENSG00000196504,A-431,O75400 A0A7N4I394 F5H578 H0YG38 H7BXZ7 H7C2N3
83642,-7.812632,0.7744046,38273_423_H4_2,4,N. speckles,PRPF40A,ENSG00000196504,A-431,O75400 A0A7N4I394 F5H578 H0YG38 H7BXZ7 H7C2N3
83643,-7.8300934,0.7808865,38273_426_H4_1,4,N. speckles,PRPF40A,ENSG00000196504,U-251 MG,O75400 A0A7N4I394 F5H578 H0YG38 H7BXZ7 H7C2N3
83644,-7.3505073,1.1323417,38273_426_H4_3,4,N. speckles,PRPF40A,ENSG00000196504,U-251 MG,O75400 A0A7N4I394 F5H578 H0YG38 H7BXZ7 H7C2N3
83681,-7.9049754,0.68036425,31755_845_H5_1,4,N. speckles,SON,ENSG00000159140,U-2 OS,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
83682,-7.9050074,0.69967073,31755_845_H5_2,4,N. speckles,SON,ENSG00000159140,U-2 OS,P18583 H7C1M2 H7C1S4 H7C257 H7C2G8 J3QSZ5
