Stress granules
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-1.453478664673496734e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.424476195205896634e+00
-1.775184073085616099e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.083115736931406392e+00
0.000000000000000000e+00
-5.802241403426193322e+00
0.000000000000000000e+00
-3.767689815955773014e+00
3.073684103312552818e+00
2.148267621551617879e+00
-4.687421634213530197e+00
2.402131872995233230e+00
0.000000000000000000e+00
-6.235040375524617318e+00
0.000000000000000000e+00
3.757604633220528179e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.701279947191586261e+00
-3.945474380830313432e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.695655689946447442e+00
2.991652784585951963e+00
-2.449075200038639100e+00
0.000000000000000000e+00
-2.170327058627213646e+00
6.748439823702704565e+00
0.000000000000000000e+00
-2.035458416665715031e+00
0.000000000000000000e+00
1.471855869576462528e+00
7.016260237371176878e+00
-2.371343237298972006e+00
0.000000000000000000e+00
5.625051063787596561e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.323041673139318419e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-1.462495373173096747e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.116044692689614592e+00
