Nuclear speckles
2.204447176567697841e+00
0.000000000000000000e+00
1.785897632785747646e+00
2.542495786751603148e+00
0.000000000000000000e+00
-1.661699737773913110e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.518004998056003751e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.856090078246149133e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-4.560245829825246844e+00
-1.699777167091173879e+00
1.836096236215830180e+00
1.881978955021140543e+00
3.559833280227825636e+00
-3.572074206466564039e+00
0.000000000000000000e+00
5.105794424587769775e+00
2.038526058760783854e+00
0.000000000000000000e+00
1.776629776720878073e+00
0.000000000000000000e+00
-2.553965467579681015e+00
-2.464395845880583025e+00
0.000000000000000000e+00
2.263495102950467519e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.112810265314697400e+00
1.316251960899586182e+00
2.306102728972200477e+00
0.000000000000000000e+00
-1.971434286888276599e+00
2.442501899405989718e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.733163092908537539e+00
0.000000000000000000e+00
-2.339596892304641962e+00
-2.434583274572196920e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.505802950007713248e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.098933528188125841e+00
1.600856100490243072e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
