Nucleolar
0.000000000000000000e+00
0.000000000000000000e+00
4.840033573972641889e+00
3.723980260809002907e+00
0.000000000000000000e+00
0.000000000000000000e+00
-2.316451350316203417e+00
-1.601920311028970367e+00
0.000000000000000000e+00
4.074046915807569391e+00
2.159032166774526917e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
6.982815280882433306e+00
9.775472828810871206e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
3.997367513120529736e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-2.286562559568370734e+00
0.000000000000000000e+00
1.491824298784435010e+00
0.000000000000000000e+00
1.340830402319947101e+00
2.783444592186874456e+00
5.260349828130653549e+00
0.000000000000000000e+00
-5.073586714287579902e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.509262783826690679e+01
0.000000000000000000e+00
1.753047295795540972e+00
4.301700730639433701e+00
-7.292471272033586693e+00
0.000000000000000000e+00
0.000000000000000000e+00
-2.800065596431121406e+00
-3.431555895724068606e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.398575750244001270e+01
4.361447102240575191e+00
-5.879908037694171696e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.577419752864396330e+01
0.000000000000000000e+00
7.417025522783135649e+00
1.634329955760821207e+01
5.502821020199395008e+00
-1.024999691606553043e+01
0.000000000000000000e+00
2.455718527475431401e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
2.913328662663722035e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
6.958700046611006940e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-2.671957960098890084e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
