P-body
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-1.533303835539463700e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-1.350977062256173866e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
-4.666454517470869590e+00
0.000000000000000000e+00
1.525598126061929793e+00
0.000000000000000000e+00
1.346572918426685250e+00
0.000000000000000000e+00
0.000000000000000000e+00
6.453897619802717145e+00
-1.435696873765574422e+00
0.000000000000000000e+00
1.916971449131509297e+00
-5.917149990333123277e+00
0.000000000000000000e+00
2.058602160124896940e+00
-3.219695320180311349e+00
-3.242523600409957574e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
7.873595540539851889e+00
1.388687575558243292e+00
-3.348550462970590669e+00
-2.425085748105532346e+00
1.303885635116347474e+00
3.635892492162720480e+00
0.000000000000000000e+00
2.685605388206684374e+00
7.886894234702823248e+00
2.093907654740200019e+00
-8.676711910394482530e+00
0.000000000000000000e+00
1.918096799089179738e+00
-1.787863703324231501e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.462683659942503711e+00
0.000000000000000000e+00
0.000000000000000000e+00
1.952687951483354389e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
