Gene	Ensembl	Uniprot
MPND	ENSG00000008382	Q8N594
MPPED2	ENSG00000066382	Q15777
MRI1	ENSG00000037757	Q9BV20
MRPL23	ENSG00000214026	Q16540
MRPL40	ENSG00000185608	Q9NQ50
MRPS27	ENSG00000113048	Q92552
MRPS31	ENSG00000102738	Q92665
MRTO4	ENSG00000053372	Q9UKD2
MS4A12	ENSG00000071203	Q9NXJ0
MSH5	ENSG00000204410	O43196
MTUS1	ENSG00000129422	Q9ULD2
MTX2	ENSG00000128654	O75431
MUS81	ENSG00000172732	Q96NY9
MXD3	ENSG00000213347	Q9BW11
MXI1	ENSG00000119950	P50539
MXRA8	ENSG00000162576	Q9BRK3
MYBBP1A	ENSG00000132382	Q9BQG0
MYBPH	ENSG00000133055	Q13203
MYCN	ENSG00000134323	P04198
MYL3	ENSG00000160808	P08590
MYL5	ENSG00000215375	Q02045
MYLK4	ENSG00000145949	Q86YV6
MYO10	ENSG00000145555	Q9HD67
MYRFL	ENSG00000166268	Q96LU7
MYRIP	ENSG00000170011	Q8NFW9
MYSM1	ENSG00000162601	Q5VVJ2
N4BP1	ENSG00000102921	O75113
NAA10	ENSG00000102030	P41227
NAA50	ENSG00000121579	Q9GZZ1
NACC2	ENSG00000148411	Q96BF6
NAP1L3	ENSG00000186310	Q99457
NARF	ENSG00000141562	Q9UHQ1
NAT10	ENSG00000135372	Q9H0A0
NBAS	ENSG00000151779	A2RRP1
NBEA	ENSG00000172915	Q8NFP9
NCAPD2	ENSG00000010292	Q15021
NCKAP5	ENSG00000176771	O14513
NCL	ENSG00000115053	P19338
NCOA4	ENSG00000266412	Q13772
NDP	ENSG00000124479	Q00604
NECTIN2	ENSG00000130202	Q92692
NEPRO	ENSG00000163608	Q6NW34
NFIB	ENSG00000147862	O00712
NFIC	ENSG00000141905	P08651
NFKBIE	ENSG00000146232	O00221
NFX1	ENSG00000086102	Q12986
NGDN	ENSG00000129460	Q8NEJ9
NHEJ1	ENSG00000187736	Q9H9Q4
NIFK	ENSG00000155438	Q9BYG3
NIN	ENSG00000100503	Q8N4C6
NIP7	ENSG00000132603	Q9Y221
NKD1	ENSG00000140807	Q969G9
NKIRAS2	ENSG00000168256	Q9NYR9
NKRF	ENSG00000186416	O15226
NKX1-1	ENSG00000235608	Q15270
NKX1-2	ENSG00000229544	Q9UD57
NKX2-3	ENSG00000119919	Q8TAU0
NLE1	ENSG00000073536	Q9NVX2
NLK	ENSG00000087095	Q9UBE8
NMD3	ENSG00000169251	Q96D46
NOC2L	ENSG00000188976	Q9Y3T9
NOC3L	ENSG00000173145	Q8WTT2
NOC4L	ENSG00000184967	Q9BVI4
NOL10	ENSG00000115761	Q9BSC4
NOL11	ENSG00000130935	Q9H8H0
NOL12	ENSG00000273899	Q9UGY1
NOL6	ENSG00000165271	Q9H6R4
NOL7	ENSG00000225921	Q9UMY1
NOL8	ENSG00000198000	Q76FK4
NOL9	ENSG00000162408	Q5SY16
NOLC1	ENSG00000166197	Q14978
NOM1	ENSG00000146909	Q5C9Z4
NONO	ENSG00000147140	Q15233
NOP14	ENSG00000087269	P78316
NOP16	ENSG00000048162	Q9Y3C1
NOP2	ENSG00000111641	P46087
NOP53	ENSG00000105373	Q9NZM5
NOP56	ENSG00000101361	O00567
NOP58	ENSG00000055044	Q9Y2X3
NOP9	ENSG00000196943	Q86U38
NOVA1	ENSG00000139910	P51513
NPM1	ENSG00000181163	P06748
NPM2	ENSG00000158806	Q86SE8
NPM3	ENSG00000107833	O75607
NPR1	ENSG00000169418	P16066
NRG2	ENSG00000158458	O14511
NRIP1	ENSG00000180530	P48552
NSA2	ENSG00000164346	O95478
NSMAF	ENSG00000035681	Q92636
NSUN5	ENSG00000130305	Q96P11
NT5C1B	ENSG00000185013	Q96P26
NT5C1B-RDH14	ENSG00000250741	
NTRK3	ENSG00000140538	Q16288
NUAK1	ENSG00000074590	O60285
NUB1	ENSG00000013374	Q9Y5A7
NUCKS1	ENSG00000069275	Q9H1E3
NUDT14	ENSG00000183828	O95848
NUDT16	ENSG00000198585	Q96DE0
NUDT8	ENSG00000167799	Q8WV74
NUFIP1	ENSG00000083635	Q9UHK0
NUP188	ENSG00000095319	Q5SRE5
NUSAP1	ENSG00000137804	Q9BXS6
NVL	ENSG00000143748	O15381
NWD1	ENSG00000188039	Q149M9
OARD1	ENSG00000124596	Q9Y530
ODF3L2	ENSG00000181781	Q3SX64
OGDHL	ENSG00000197444	Q9ULD0
OLFM1	ENSG00000130558	Q99784
OMD	ENSG00000127083	Q99983
OPLAH	ENSG00000178814	O14841
ORC4	ENSG00000115947	O43929
ORC6	ENSG00000091651	Q9Y5N6
OSBPL3	ENSG00000070882	Q9H4L5
OSCP1	ENSG00000116885	Q8WVF1
OSER1	ENSG00000132823	Q9NX31
OSGIN2	ENSG00000164823	Q9Y236
OSMR	ENSG00000145623	Q99650
OTP	ENSG00000171540	Q5XKR4
OTUD5	ENSG00000068308	Q96G74
OTUD7A	ENSG00000169918	Q8TE49
OTULINL	ENSG00000145569	Q9NUU6
P2RX6	ENSG00000099957	O15547
P3H1	ENSG00000117385	Q32P28
P3H3	ENSG00000110811	Q8IVL6
PAF1	ENSG00000006712	Q8N7H5
PAFAH1B2	ENSG00000168092	P68402
PAGE1	ENSG00000068985	O75459
PAK1IP1	ENSG00000111845	Q9NWT1
PAK6	ENSG00000137843	Q9NQU5
PAPSS1	ENSG00000138801	O43252
PARP10	ENSG00000178685	Q53GL7
PARP2	ENSG00000129484	Q9UGN5
PARS2	ENSG00000162396	Q7L3T8
PAX9	ENSG00000198807	P55771
PBDC1	ENSG00000102390	Q9BVG4
PCDH1	ENSG00000156453	Q08174
PCDHAC1	ENSG00000248383	Q9H158
PCDHGA2	ENSG00000081853	Q9Y5H1
PCID2	ENSG00000126226	Q5JVF3
PCP4	ENSG00000183036	P48539
PCTP	ENSG00000141179	Q9UKL6
PDCD11	ENSG00000148843	Q14690
PDCD7	ENSG00000090470	Q8N8D1
PDGFRL	ENSG00000104213	Q15198
PDIA5	ENSG00000065485	Q14554
PDK3	ENSG00000067992	Q15120
PDZD8	ENSG00000165650	Q8NEN9
PECAM1	ENSG00000261371	P16284
PELI1	ENSG00000197329	Q96FA3
PELI2	ENSG00000139946	Q9HAT8
PELI3	ENSG00000174516	Q8N2H9
PELO	ENSG00000152684	Q9BRX2
PELP1	ENSG00000141456	Q8IZL8
PES1	ENSG00000100029	O00541
PEX14	ENSG00000142655	O75381
PFDN1	ENSG00000113068	O60925
PFKFB4	ENSG00000114268	Q16877
PFKL	ENSG00000141959	P17858
PGAM2	ENSG00000164708	P15259
PGRMC1	ENSG00000101856	O00264
PHF2	ENSG00000197724	O75151
PHF21B	ENSG00000056487	Q96EK2
PHF6	ENSG00000156531	Q8IWS0
PHIP	ENSG00000146247	Q8WWQ0
PHLDA1	ENSG00000139289	Q8WV24
PHLDA2	ENSG00000181649	Q53GA4
PHTF1	ENSG00000116793	Q9UMS5
PIGO	ENSG00000165282	Q8TEQ8
PIK3CB	ENSG00000051382	P42338
PIM1	ENSG00000137193	P11309
PIN4	ENSG00000102309	Q9Y237
PINX1	ENSG00000254093	Q96BK5
PITX1	ENSG00000069011	P78337
PJA1	ENSG00000181191	Q8NG27
PKMYT1	ENSG00000127564	Q99640
PLEK	ENSG00000115956	P08567
PLEKHM1	ENSG00000225190	Q9Y4G2
PLOD2	ENSG00000152952	O00469
PLPP4	ENSG00000203805	Q5VZY2
PLRG1	ENSG00000171566	O43660
PNKP	ENSG00000039650	Q96T60
PNO1	ENSG00000115946	Q9NRX1
PNPLA3	ENSG00000100344	Q9NST1
PNRC1	ENSG00000146278	Q12796
POLE3	ENSG00000148229	Q9NRF9
POLR1A	ENSG00000068654	O95602
POLR1B	ENSG00000125630	Q9H9Y6
POLR1C	ENSG00000171453	O15160
POLR1E	ENSG00000137054	Q9GZS1
POLR1F	ENSG00000105849	Q3B726
POLR1G	ENSG00000117877	O15446
POLR1H	ENSG00000066379	Q9P1U0
POLR2F	ENSG00000100142	P61218
POLR2K	ENSG00000147669	P53803
POMT2	ENSG00000009830	Q9UKY4
POP1	ENSG00000104356	Q99575
POP4	ENSG00000105171	O95707
POP5	ENSG00000167272	Q969H6
POP7	ENSG00000172336	O75817
POPDC3	ENSG00000132429	Q9HBV1
PPDPF	ENSG00000125534	Q9H3Y8
PPFIA3	ENSG00000177380	O75145
PPID	ENSG00000171497	Q08752
PPIL1	ENSG00000137168	Q9Y3C6
PPIL3	ENSG00000240344	Q9H2H8
PPM1B	ENSG00000138032	O75688
PPM1D	ENSG00000170836	O15297
PPM1E	ENSG00000175175	Q8WY54
PPP1R12A	ENSG00000058272	O14974
PPP1R1C	ENSG00000150722	Q8WVI7
PPP1R3D	ENSG00000132825	O95685
PPP1R7	ENSG00000115685	Q15435
PRAG1	ENSG00000275342	Q86YV5
PRDM1	ENSG00000057657	O75626
PRDM10	ENSG00000170325	Q9NQV6
PRDM5	ENSG00000138738	Q9NQX1
PRIMA1	ENSG00000175785	Q86XR5
PRMT6	ENSG00000198890	Q96LA8
PRMT7	ENSG00000132600	Q9NVM4
PRR19	ENSG00000188368	A6NJB7
PRR29	ENSG00000224383	P0C7W0
PRR35	ENSG00000161992	P0CG20
PRRG2	ENSG00000126460	O14669
PRUNE2	ENSG00000106772	Q8WUY3
PRY	ENSG00000169789	O14603
PRY2	ENSG00000169807	O14603
PRYP3	ENSG00000169763	O14603
PSPC1	ENSG00000121390	Q8WXF1
PSTK	ENSG00000179988	Q8IV42
PTCH2	ENSG00000117425	Q9Y6C5
PTMS	ENSG00000159335	P20962
PTPN11	ENSG00000179295	Q06124
PTPN13	ENSG00000163629	Q12923
PTPN6	ENSG00000111679	P29350
PTTG1	ENSG00000164611	O95997
PTTG2	ENSG00000250254	Q9NZH5
PUM3	ENSG00000080608	Q15397
PURG	ENSG00000172733	Q9UJV8
PUS7L	ENSG00000129317	Q9H0K6
PVALB	ENSG00000100362	P20472
PWP1	ENSG00000136045	Q13610
PWP2	ENSG00000241945	Q15269
PXMP4	ENSG00000101417	Q9Y6I8
PYCARD	ENSG00000103490	Q9ULZ3
PYDC2	ENSG00000253548	Q56P42
PYHIN1	ENSG00000163564	Q6K0P9
PYM1	ENSG00000170473	Q9BRP8
QTRT2	ENSG00000151576	Q9H974
RAB8A	ENSG00000167461	P61006
RABGEF1	ENSG00000154710	Q9UJ41
RAC1	ENSG00000136238	P63000
RAD51	ENSG00000051180	Q06609
RAD51AP2	ENSG00000214842	Q09MP3
RAE1	ENSG00000101146	P78406
RARA	ENSG00000131759	P10276
RARS1	ENSG00000113643	P54136
RASSF4	ENSG00000107551	Q9H2L5
RBBP5	ENSG00000117222	Q15291
RBFOX1	ENSG00000078328	Q9NWB1
RBIS	ENSG00000176731	Q8N0T1
RBL2	ENSG00000103479	Q08999
RBM19	ENSG00000122965	Q9Y4C8
RBM20	ENSG00000203867	Q5T481
RBM28	ENSG00000106344	Q9NW13
RBM34	ENSG00000188739	P42696
RBM43	ENSG00000184898	Q6ZSC3
RBM46	ENSG00000151962	Q8TBY0
RBMS2	ENSG00000076067	Q15434
RBMX2	ENSG00000134597	Q9Y388
RBMY1A1	ENSG00000234414	P0DJD3
RBMY1B	ENSG00000242875	A6NDE4
RBMY1D	ENSG00000244395	P0C7P1
RBMY1E	ENSG00000242389	A6NEQ0
RBMY1F	ENSG00000169800	Q15415
RBMY1J	ENSG00000226941	Q15415
RCAN3	ENSG00000117602	Q9UKA8
RDM1	ENSG00000278023	Q8NG50
RERG	ENSG00000134533	Q96A58
RESF1	ENSG00000174718	Q9HCM1
REV1	ENSG00000135945	Q9UBZ9
REXO2	ENSG00000076043	Q9Y3B8
REXO4	ENSG00000148300	Q9GZR2
REXO5	ENSG00000005189	Q96IC2
RGCC	ENSG00000102760	Q9H4X1
RGS12	ENSG00000159788	O14924
RGS19	ENSG00000171700	P49795
RGS22	ENSG00000132554	Q8NE09
RGS6	ENSG00000182732	P49758
RHOJ	ENSG00000126785	Q9H4E5
RIMKLA	ENSG00000177181	Q8IXN7
RIMS3	ENSG00000117016	Q9UJD0
RIN2	ENSG00000132669	Q8WYP3
RIOX1	ENSG00000170468	Q9H6W3
RIOX2	ENSG00000170854	Q8IUF8
RLF	ENSG00000117000	Q13129
RNF115	ENSG00000265491	Q9Y4L5
RNF125	ENSG00000101695	Q96EQ8
RNF144B	ENSG00000137393	Q7Z419
RNF169	ENSG00000166439	Q8NCN4
RNF215	ENSG00000099999	Q9Y6U7
RNFT1	ENSG00000189050	Q5M7Z0
RNMT	ENSG00000101654	O43148
RORA	ENSG00000069667	P35398
RPAIN	ENSG00000129197	Q86UA6
RPAP2	ENSG00000122484	Q8IXW5
RPF1	ENSG00000117133	Q9H9Y2
RPF2	ENSG00000197498	Q9H7B2
RPL10A	ENSG00000198755	P62906
RPL13	ENSG00000167526	P26373
RPL13A	ENSG00000142541	P40429
RPL18	ENSG00000063177	Q07020
RPL18A	ENSG00000105640	Q02543
RPL19	ENSG00000108298	P84098
RPL21	ENSG00000122026	P46778
RPL22	ENSG00000116251	P35268
RPL22L1	ENSG00000163584	Q6P5R6
RPL23A	ENSG00000198242	P62750
RPL26	ENSG00000161970	P61254
RPL26L1	ENSG00000037241	Q9UNX3
RPL27	ENSG00000131469	P61353
RPL29	ENSG00000162244	P47914
RPL3	ENSG00000100316	P39023
RPL34	ENSG00000109475	P49207
RPL4	ENSG00000174444	P36578
RPL5	ENSG00000122406	P46777
RPL7	ENSG00000147604	P18124
RPL7A	ENSG00000148303	P62424
RPL7L1	ENSG00000146223	Q6DKI1
RPL8	ENSG00000161016	P62917
RPL9	ENSG00000163682	P32969
RPP30	ENSG00000148688	P78346
RPP38	ENSG00000152464	P78345
RPS11	ENSG00000142534	P62280
RPS17	ENSG00000182774	P08708
RPS19BP1	ENSG00000187051	Q86WX3
RPS25	ENSG00000118181	P62851
RPS26	ENSG00000197728	P62854
RPS27	ENSG00000177954	P42677
RPS27A	ENSG00000143947	P62979
RPS27AP5	ENSG00000231767	
RPS27L	ENSG00000185088	Q71UM5
RPS3A	ENSG00000145425	P61247
RPS6KA3	ENSG00000177189	P51812
RPS6KA6	ENSG00000072133	Q9UK32
RREB1	ENSG00000124782	Q92766
RRN3	ENSG00000085721	Q9NYV6
RRNAD1	ENSG00000143303	Q96FB5
RRP1	ENSG00000160214	P56182
RRP12	ENSG00000052749	Q5JTH9
RRP15	ENSG00000067533	Q9Y3B9
RRP1B	ENSG00000160208	Q14684
RRP36	ENSG00000124541	Q96EU6
RRP7A	ENSG00000189306	Q9Y3A4
RRP8	ENSG00000132275	O43159
RRS1	ENSG00000179041	Q15050
RSAD2	ENSG00000134321	Q8WXG1
RSL1D1	ENSG00000171490	O76021
RSL24D1	ENSG00000137876	Q9UHA3
RSPH14	ENSG00000100218	Q9UHP6
RSRC2	ENSG00000111011	Q7L4I2
RTF2	ENSG00000022277	Q9BY42
RUSF1	ENSG00000140688	Q96GQ5
S100A13	ENSG00000189171	Q99584
S100A2	ENSG00000196754	P29034
SALL1	ENSG00000103449	Q9NSC2
SAMD14	ENSG00000167100	Q8IZD0
SAMD15	ENSG00000100583	Q9P1V8
SAP30L	ENSG00000164576	Q9HAJ7
SAPCD2	ENSG00000186193	Q86UD0
SCAF11	ENSG00000139218	Q99590
SCML2	ENSG00000102098	Q9UQR0
SCN5A	ENSG00000183873	Q14524
SDAD1	ENSG00000198301	Q9NVU7
SDHA	ENSG00000073578	P31040
SDHAF2	ENSG00000167985	Q9NX18
SEC24A	ENSG00000113615	O95486
SELENBP1	ENSG00000143416	Q13228
SELENOF	ENSG00000183291	O60613
SELENOH	ENSG00000211450	Q8IZQ5
SEMA6C	ENSG00000143434	Q9H3T2
SENP3	ENSG00000161956	Q9H4L4
SERF2	ENSG00000140264	P84101
SERTAD3	ENSG00000167565	Q9UJW9
SESN1	ENSG00000080546	Q9Y6P5
SETD7	ENSG00000145391	Q8WTS6
SETMAR	ENSG00000170364	Q53H47
SF3B3	ENSG00000189091	Q15393
SFR1	ENSG00000156384	Q86XK3
SGF29	ENSG00000176476	Q96ES7
SGMS1	ENSG00000198964	Q86VZ5
SH2D7	ENSG00000183476	A6NKC9
SH3PXD2B	ENSG00000174705	A1X283
SH3TC1	ENSG00000125089	Q8TE82
SHLD3	ENSG00000253251	Q6ZNX1
SIGIRR	ENSG00000185187	Q6IA17
SIMC1	ENSG00000170085	Q8NDZ2
SIPA1	ENSG00000213445	Q96FS4
SIRT1	ENSG00000096717	Q96EB6
SIRT2	ENSG00000068903	Q8IXJ6
SIX1	ENSG00000126778	Q15475
SLBP	ENSG00000163950	Q14493
SLC11A1	ENSG00000018280	P49279
SLC1A3	ENSG00000079215	P43003
SLC30A3	ENSG00000115194	Q99726
SLC35F3	ENSG00000183780	Q8IY50
SLC6A13	ENSG00000010379	Q9NSD5
SLC6A15	ENSG00000072041	Q9H2J7
SLC7A10	ENSG00000130876	Q9NS82
SMAD2	ENSG00000175387	Q15796
SMARCA4	ENSG00000127616	P51532
SMARCA5	ENSG00000153147	O60264
SMARCB1	ENSG00000099956	Q12824
SMC2	ENSG00000136824	O95347
SMG6	ENSG00000070366	Q86US8
SMIM20	ENSG00000250317	Q8N5G0
SMKR1	ENSG00000240204	H3BMG3
SMPDL3A	ENSG00000172594	Q92484
SMUG1	ENSG00000123415	Q53HV7
SNAPC1	ENSG00000023608	Q16533
SNAPC3	ENSG00000164975	Q92966
SNAPIN	ENSG00000143553	O95295
SNORC	ENSG00000182600	Q6UX34
SNRNP35	ENSG00000184209	Q16560
SNX10	ENSG00000086300	Q9Y5X0
SNX15	ENSG00000110025	Q9NRS6
SNX29	ENSG00000048471	Q8TEQ0
SNX30	ENSG00000148158	Q5VWJ9
SOGA1	ENSG00000149639	O94964
SOSTDC1	ENSG00000171243	Q6X4U4
SOWAHB	ENSG00000186212	A6NEL2
SOX15	ENSG00000129194	O60248
SP140	ENSG00000079263	Q13342
SP5	ENSG00000204335	Q6BEB4
SPANXN2	ENSG00000268988	Q5MJ10
SPANXN3	ENSG00000189252	Q5MJ09
SPATA17	ENSG00000162814	Q96L03
SPATA2	ENSG00000158480	Q9UM82
SPATA5L1	ENSG00000171763	Q9BVQ7
SPATS2L	ENSG00000196141	Q9NUQ6
SPC24	ENSG00000161888	Q8NBT2
SPDEF	ENSG00000124664	O95238
SPECC1	ENSG00000128487	Q5M775
SPG11	ENSG00000104133	Q96JI7
SPIN4	ENSG00000186767	Q56A73
SPNS1	ENSG00000169682	Q9H2V7
SPOCD1	ENSG00000134668	Q6ZMY3
SPRY3	ENSG00000168939	O43610
SPTBN4	ENSG00000160460	Q9H254
SPTY2D1	ENSG00000179119	Q68D10
SREK1IP1	ENSG00000153006	Q8N9Q2
SRFBP1	ENSG00000151304	Q8NEF9
SRP14	ENSG00000140319	P37108
SRSF5	ENSG00000100650	Q13243
SRSF9	ENSG00000111786	Q13242
SS18L2	ENSG00000008324	Q9UHA2
SSX1	ENSG00000126752	Q16384
SSX2	ENSG00000241476	Q16385
SSX2B	ENSG00000268447	Q16385
SSX3	ENSG00000165584	Q99909
SSX4	ENSG00000268009	O60224
SSX4B	ENSG00000269791	O60224
SSX5	ENSG00000165583	O60225
SSX7	ENSG00000187754	Q7RTT5
ST6GAL2	ENSG00000144057	Q96JF0
STAG2	ENSG00000101972	Q8N3U4
STAG3	ENSG00000066923	Q9UJ98
STEAP3	ENSG00000115107	Q658P3
STK24	ENSG00000102572	Q9Y6E0
STK33	ENSG00000130413	Q9BYT3
STON2	ENSG00000140022	Q8WXE9
STOX1	ENSG00000165730	Q6ZVD7
STPG2	ENSG00000163116	Q8N412
STX17	ENSG00000136874	P56962
SUB1	ENSG00000113387	P53999
SUCO	ENSG00000094975	Q9UBS9
SUMO1	ENSG00000116030	P63165
SUPT16H	ENSG00000092201	Q9Y5B9
SUPT20H	ENSG00000102710	Q8NEM7
SURF2	ENSG00000148291	Q15527
SURF6	ENSG00000148296	O75683
SUZ12	ENSG00000178691	Q15022
SYCE3	ENSG00000217442	A1L190
SYDE2	ENSG00000097096	Q5VT97
SYT8	ENSG00000149043	Q8NBV8
SYTL3	ENSG00000164674	Q4VX76
TACSTD2	ENSG00000184292	P09758
TAF13	ENSG00000197780	Q15543
TAF1B	ENSG00000115750	Q53T94
TAF1C	ENSG00000103168	Q15572
TAF1D	ENSG00000166012	Q9H5J8
TAF4B	ENSG00000141384	Q92750
TANK	ENSG00000136560	Q92844
TAOK2	ENSG00000149930	Q9UL54
TAS2R5	ENSG00000127366	Q9NYW4
TAX1BP3	ENSG00000213977	O14907
TBC1D1	ENSG00000065882	Q86TI0
TBC1D13	ENSG00000107021	Q9NVG8
TBC1D9B	ENSG00000197226	Q66K14
TBCA	ENSG00000171530	O75347
TBCK	ENSG00000145348	Q8TEA7
TBL1X	ENSG00000101849	O60907
TBL3	ENSG00000183751	Q12788
TBPL1	ENSG00000028839	P62380
TBX20	ENSG00000164532	Q9UMR3
TCEA1	ENSG00000187735	P23193
TCF19	ENSG00000137310	Q9Y242
TCHHL1	ENSG00000182898	Q5QJ38
TCOF1	ENSG00000070814	Q13428
TECPR2	ENSG00000196663	O15040
TENM2	ENSG00000145934	Q9NT68
TENT4B	ENSG00000121274	Q8NDF8
TERB2	ENSG00000167014	Q8NHR7
TERF1	ENSG00000147601	P54274
TFCP2L1	ENSG00000115112	Q9NZI6
TFF3	ENSG00000160180	Q07654
TGDS	ENSG00000088451	O95455
THAP3	ENSG00000041988	Q8WTV1
THTPA	ENSG00000259431	Q9BU02
THUMPD3	ENSG00000134077	Q9BV44
THYN1	ENSG00000151500	Q9P016
TIAM2	ENSG00000146426	Q8IVF5
TICAM1	ENSG00000127666	Q8IUC6
TIFA	ENSG00000145365	Q96CG3
TIGD1	ENSG00000221944	Q96MW7
TIMM13	ENSG00000099800	Q9Y5L4
TMA16	ENSG00000198498	Q96EY4
TMA7	ENSG00000232112	Q9Y2S6
TMEM108	ENSG00000144868	Q6UXF1
TMEM120B	ENSG00000188735	A0PK00
TMEM131L	ENSG00000121210	A2VDJ0
TMEM143	ENSG00000161558	Q96AN5
TMEM151A	ENSG00000179292	Q8N4L1
TMEM177	ENSG00000144120	Q53S58
TMEM178B	ENSG00000261115	H3BS89
TMEM187	ENSG00000177854	Q14656
TMEM212	ENSG00000186329	A6NML5
TMEM217	ENSG00000172738	Q8N7C4
TMEM31	ENSG00000179363	Q5JXX7
TMEM35B	ENSG00000243749	Q8NCS4
TMEM37	ENSG00000171227	Q8WXS4
TMEM42	ENSG00000169964	Q69YG0
TMEM50B	ENSG00000142188	P56557
TMEM62	ENSG00000137842	Q0P6H9
TMEM79	ENSG00000163472	Q9BSE2
TMOD2	ENSG00000128872	Q9NZR1
TMX1	ENSG00000139921	Q9H3N1
TNFAIP1	ENSG00000109079	Q13829
TNFRSF11B	ENSG00000164761	O00300
TNFRSF9	ENSG00000049249	Q07011
TNNI1	ENSG00000159173	P19237
TNNT2	ENSG00000118194	P45379
TNPO2	ENSG00000105576	O14787
TOP1	ENSG00000198900	P11387
TOP2A	ENSG00000131747	P11388
TOX	ENSG00000198846	O94900
TOX4	ENSG00000092203	O94842
TP53TG5	ENSG00000124251	Q9Y2B4
TPCN2	ENSG00000162341	Q8NHX9
TPPP3	ENSG00000159713	Q9BW30
TRA2A	ENSG00000164548	Q13595
TRAF4	ENSG00000076604	Q9BUZ4
TRAF6	ENSG00000175104	Q9Y4K3
TRERF1	ENSG00000124496	Q96PN7
TRIM27	ENSG00000204713	P14373
TRIM34	ENSG00000258659	Q9BYJ4
TRIM41	ENSG00000146063	Q8WV44
TRIM51	ENSG00000124900	Q9BSJ1
TRIM51GP	ENSG00000220948	
TRIM52	ENSG00000183718	Q96A61
TRIM6-TRIM34	ENSG00000258588	
TRIM60	ENSG00000176979	Q495X7
TRIM61	ENSG00000183439	Q5EBN2
TRMT10A	ENSG00000145331	Q8TBZ6
TRMT1L	ENSG00000121486	Q7Z2T5
TRMT5	ENSG00000126814	Q32P41
TSEN15	ENSG00000198860	Q8WW01
TSG101	ENSG00000074319	Q99816
TSPAN6	ENSG00000000003	O43657
TSPYL1	ENSG00000189241	Q9H0U9
TSPYL6	ENSG00000178021	Q8N831
TSR2	ENSG00000158526	Q969E8
TSSK3	ENSG00000162526	Q96PN8
TTC27	ENSG00000018699	Q6P3X3
TTC3	ENSG00000182670	P53804
TTF1	ENSG00000125482	Q15361
TTK	ENSG00000112742	P33981
TTLL1	ENSG00000100271	O95922
TTLL2	ENSG00000120440	Q9BWV7
TUB	ENSG00000166402	P50607
TULP3	ENSG00000078246	O75386
TUT4	ENSG00000134744	Q5TAX3
TWIST2	ENSG00000233608	Q8WVJ9
TXK	ENSG00000074966	P42681
TYW1	ENSG00000198874	Q9NV66
TYW1B	ENSG00000277149	Q6NUM6
UBD	ENSG00000213886	O15205
UBE2I	ENSG00000103275	P63279
UBE2M	ENSG00000130725	P61081
UBE2N	ENSG00000177889	P61088
UBE2R2	ENSG00000107341	Q712K3
UBE2T	ENSG00000077152	Q9NPD8
UBE2W	ENSG00000104343	Q96B02
UBFD1	ENSG00000103353	O14562
UBLCP1	ENSG00000164332	Q8WVY7
UBR3	ENSG00000144357	Q6ZT12
UBTF	ENSG00000108312	P17480
UBXN11	ENSG00000158062	Q5T124
UBXN8	ENSG00000104691	O00124
UCHL5	ENSG00000116750	Q9Y5K5
UCK1	ENSG00000130717	Q9HA47
UFD1	ENSG00000070010	Q92890
UPF3B	ENSG00000125351	Q9BZI7
URB1	ENSG00000142207	O60287
URB2	ENSG00000135763	Q14146
USF3	ENSG00000176542	Q68DE3
USO1	ENSG00000138768	O60763
USP35	ENSG00000118369	Q9P2H5
USP36	ENSG00000055483	Q9P275
USP37	ENSG00000135913	Q86T82
USP42	ENSG00000106346	Q9H9J4
USP44	ENSG00000136014	Q9H0E7
USP46	ENSG00000109189	P62068
USP51	ENSG00000247746	Q70EK9
UTP11	ENSG00000183520	Q9Y3A2
UTP14A	ENSG00000156697	Q9BVJ6
UTP14C	ENSG00000253797	Q5TAP6
UTP15	ENSG00000164338	Q8TED0
UTP18	ENSG00000011260	Q9Y5J1
UTP20	ENSG00000120800	O75691
UTP23	ENSG00000147679	Q9BRU9
UTP3	ENSG00000132467	Q9NQZ2
UTP4	ENSG00000141076	Q969X6
UTP6	ENSG00000108651	Q9NYH9
UTY	ENSG00000183878	O14607
VASN	ENSG00000168140	Q6EMK4
VAX1	ENSG00000148704	Q5SQQ9
VENTX	ENSG00000151650	O95231
VEPH1	ENSG00000197415	Q14D04
VGLL3	ENSG00000206538	A8MV65
VGLL4	ENSG00000144560	Q14135
VILL	ENSG00000136059	O15195
VMP1	ENSG00000062716	Q96GC9
VPS51	ENSG00000149823	Q9UID3
VSIG4	ENSG00000155659	Q9Y279
VSX1	ENSG00000100987	Q9NZR4
VWA5A	ENSG00000110002	O00534
WASHC2A	ENSG00000099290	Q641Q2
WASHC2C	ENSG00000172661	Q9Y4E1
WASL	ENSG00000106299	O00401
WDCP	ENSG00000163026	Q9H6R7
WDFY3	ENSG00000163625	Q8IZQ1
WDR12	ENSG00000138442	Q9GZL7
WDR3	ENSG00000065183	Q9UNX4
WDR33	ENSG00000136709	Q9C0J8
WDR36	ENSG00000134987	Q8NI36
WDR46	ENSG00000227057	O15213
WDR55	ENSG00000120314	Q9H6Y2
WDR74	ENSG00000133316	Q6RFH5
WDR76	ENSG00000092470	Q9H967
WDR82	ENSG00000164091	Q6UXN9
WDSUB1	ENSG00000196151	Q8N9V3
WEE1	ENSG00000166483	P30291
XDH	ENSG00000158125	P47989
XPO6	ENSG00000169180	Q96QU8
XRN2	ENSG00000088930	Q9H0D6
