Gene	Ensembl	Uniprot
YAP1	ENSG00000137693	P46937
YY1	ENSG00000100811	P25490
YY1AP1	ENSG00000163374	Q9H869
Z82206.1	ENSG00000225528	
ZBED5	ENSG00000236287	Q49AG3
ZBED9	ENSG00000232040	Q6R2W3
ZBTB14	ENSG00000198081	O43829
ZBTB37	ENSG00000185278	Q5TC79
ZBTB43	ENSG00000169155	O43298
ZC3H12B	ENSG00000102053	Q5HYM0
ZC3H14	ENSG00000100722	Q6PJT7
ZCCHC10	ENSG00000155329	Q8TBK6
ZCCHC2	ENSG00000141664	Q9C0B9
ZCCHC7	ENSG00000147905	Q8N3Z6
ZCCHC9	ENSG00000131732	Q8N567
ZEB1	ENSG00000148516	P37275
ZEB2	ENSG00000169554	O60315
ZFAND2B	ENSG00000158552	Q8WV99
ZFHX2	ENSG00000136367	Q9C0A1
ZFHX4	ENSG00000091656	Q86UP3
ZFP41	ENSG00000181638	Q8N8Y5
ZFP91	ENSG00000186660	Q96JP5
ZFX	ENSG00000005889	P17010
ZFY	ENSG00000067646	P08048
ZKSCAN2	ENSG00000155592	Q63HK3
ZMAT4	ENSG00000165061	Q9H898
ZMYM4	ENSG00000146463	Q5VZL5
ZMYND8	ENSG00000101040	Q9ULU4
ZNF106	ENSG00000103994	Q9H2Y7
ZNF117	ENSG00000152926	Q03924
ZNF121	ENSG00000197961	P58317
ZNF136	ENSG00000196646	P52737
ZNF142	ENSG00000115568	P52746
ZNF146	ENSG00000167635	Q15072
ZNF154	ENSG00000179909	Q13106
ZNF16	ENSG00000170631	P17020
ZNF174	ENSG00000103343	Q15697
ZNF175	ENSG00000105497	Q9Y473
ZNF202	ENSG00000166261	O95125
ZNF275	ENSG00000063587	Q9NSD4
ZNF276	ENSG00000158805	Q8N554
ZNF280C	ENSG00000056277	Q8ND82
ZNF286A	ENSG00000187607	Q9HBT8
ZNF300	ENSG00000145908	Q96RE9
ZNF324B	ENSG00000249471	Q6AW86
ZNF330	ENSG00000109445	Q9Y3S2
ZNF33A	ENSG00000189180	Q06730
ZNF33B	ENSG00000196693	Q06732
ZNF354A	ENSG00000169131	O60765
ZNF362	ENSG00000160094	Q5T0B9
ZNF385B	ENSG00000144331	Q569K4
ZNF397	ENSG00000186812	Q8NF99
ZNF404	ENSG00000176222	Q494X3
ZNF415	ENSG00000170954	Q09FC8
ZNF417	ENSG00000173480	Q8TAU3
ZNF419	ENSG00000105136	Q96HQ0
ZNF428	ENSG00000131116	Q96B54
ZNF444	ENSG00000167685	Q8N0Y2
ZNF461	ENSG00000197808	Q8TAF7
ZNF483	ENSG00000173258	Q8TF39
ZNF507	ENSG00000168813	Q8TCN5
ZNF519	ENSG00000175322	Q8TB69
ZNF554	ENSG00000172006	Q86TJ5
ZNF57	ENSG00000171970	Q68EA5
ZNF571	ENSG00000180479	Q7Z3V5
ZNF575	ENSG00000176472	Q86XF7
ZNF577	ENSG00000161551	Q9BSK1
ZNF583	ENSG00000198440	Q96ND8
ZNF586	ENSG00000083828	Q9NXT0
ZNF587	ENSG00000198466	Q96SQ5
ZNF593	ENSG00000142684	O00488
ZNF596	ENSG00000172748	Q8TC21
ZNF597	ENSG00000167981	Q96LX8
ZNF615	ENSG00000197619	Q8N8J6
ZNF622	ENSG00000173545	Q969S3
ZNF627	ENSG00000198551	Q7L945
ZNF660	ENSG00000144792	Q6AZW8
ZNF668	ENSG00000167394	Q96K58
ZNF678	ENSG00000181450	Q5SXM1
ZNF689	ENSG00000156853	Q96CS4
ZNF691	ENSG00000164011	Q5VV52
ZNF692	ENSG00000171163	Q9BU19
ZNF696	ENSG00000185730	Q9H7X3
ZNF71	ENSG00000197951	Q9NQZ8
ZNF713	ENSG00000178665	Q8N859
ZNF75A	ENSG00000162086	Q96N20
ZNF77	ENSG00000175691	Q15935
ZNF771	ENSG00000179965	Q7L3S4
ZNF773	ENSG00000152439	Q6PK81
ZNF787	ENSG00000142409	Q6DD87
ZNF790	ENSG00000197863	Q6PG37
ZNF793	ENSG00000188227	Q6ZN11
ZNF800	ENSG00000048405	Q2TB10
ZNF816	ENSG00000180257	Q0VGE8
ZNF837	ENSG00000152475	Q96EG3
ZNF853	ENSG00000236609	P0CG23
ZNF860	ENSG00000197385	A6NHJ4
ZNF865	ENSG00000261221	P0CJ78
ZNF878	ENSG00000257446	C9JN71
ZNF880	ENSG00000221923	Q6PDB4
ZNRF2	ENSG00000180233	Q8NHG8
ZSCAN1	ENSG00000152467	Q8NBB4
ZSCAN25	ENSG00000197037	Q6NSZ9
ZSCAN26	ENSG00000197062	Q16670
ZSWIM3	ENSG00000132801	Q96MP5
ZXDC	ENSG00000070476	Q2QGD7
ZZZ3	ENSG00000036549	Q8IYH5
